audio_file,text,language,speaker,gender
009988.wav,"माझे कोडे सोडवून मला खाली पाहावयास लावणारा माणूस हा पाहा मला दिसतो आहे, आता काय कारायचे मला जगून?’",mr,unknown,male
007709.wav,"पण तेथे सर्वत्र सामसूम होती, राजाचे स्वागत करण्यास कोणीच आले नाही.",mr,unknown,male
008257.wav,"जगात देव नाही, धर्म नाही मरता येत नाही म्हणून जगायचे.",mr,unknown,male
007287.wav,"ह्या अनोळखींच्या जगात तिथे मी एकटाच होतो जो प्रत्येक येणाऱ्या, जाणाऱ्यांकडे टक लाऊन पाहत होतो.",mr,unknown,male
002349.wav,भरताला राज्य देण्याचा माझा विचार आहे हे बाबांनी मला सांगायला एवढा संकोच कां करावा?,mr,unknown,female
010431.wav,"रानावनांतील कानाकोप-यात असे एखादे रमणीय व सुगंधी फूल फुललेले असेल, की, ज्याचा पत्ता कोणाला लागलेला नाही.",mr,unknown,female
001319.wav,"राजाला तो खरा वाटून, तो एकदम शरमून गेला.",mr,unknown,female
004049.wav,ट्युब स्टेशन पासून पाच मिनिटे चालण्याच्या अंतरावर होतं अपार्टमेन्ट.,mr,unknown,female
003167.wav,फॅरेडे व अॅम्पीयर या शास्त्रज्ञांनी विद्युतचुंबकीय क्षेत्रामधील परस्परांमधील संबंध प्रस्थापित केले होते.,mr,unknown,female
007144.wav,सांताक्रूझमध्ये श्रीमती जेनिफर मोन्सेरात यांना उमेदवारी मिळण्याची दाट शक्‍यता आहे.,mr,unknown,male
005485.wav,"ह्यांना पुन्हा तसच भिरकवून, सीध्या तळहातात धरायच असत.",mr,unknown,male
004563.wav,केमोथीरपीतून होणारा त्रास हे कण वापरल्याने कमी होऊ शकतो.,mr,unknown,female
009578.wav,"गुरु पहाटे उठले, त्या वेळी अर्ध्या छपरातून चंद्र दिसत होता.",mr,unknown,male
004963.wav,"त्या काळात समाजात वावरणार्‍या इंग्लिश स्त्रियांनी तो नागव्याने हिंडत होता, त्याला हरकत घेतली.",mr,unknown,male
002702.wav,दिवसेदिवस तुझा हट्टी स्वभाव वाढतच चालला आहे.,mr,unknown,female
004962.wav,इथे त्याचा लोकांनी बघितलेला आणि नोंदलेला असा फक्त एकच चमत्कार सांगता येईल.,mr,unknown,male
002692.wav,कुणाचेतरी भले होण्याऐवजी त्याचे नुकसान होईल.,mr,unknown,female
006177.wav,"त्यातले कल्याण, कन्नड, पानशेतचे आमदार हे स्वबळावर निवडून आले.",mr,unknown,male
007412.wav,हळूहळू ते पिल्लू बरेच मोठे झाले.,mr,unknown,male
010864.wav,गावात आलेले पाहुणे मुद्दामहून हा डोंगर पाहायला जायचे.,mr,unknown,female
003496.wav,त्यावर्षी महाराष्ट्रात मुलांमध्ये पांथरी सूजेचे प्रमाण हजारी इतके होते.,mr,unknown,female
002390.wav,तेव्हां विष्णूच्या कांतीमुळे गणपतीचा रंग नीलाकाशासारखा भासला.,mr,unknown,female
009259.wav,"एवढा लाख मोलाचा धडधाकट देह असतांना भीक कां मागतोस, कष्ट कर पैसे मिळवं.",mr,unknown,male
000838.wav,"त्यामुळे, शक्यतोवर हिंदू शास्त्राप्रमाणे लक्ष्मीपूजन हे स्थिर लग्नावर करतात, त्याने लक्ष्मी स्थिर राहते असा समज आहे.",mr,unknown,female
006307.wav,उन्मत्तसिंग नावाचा एक अत्यंत जुलमी राजा होता.,mr,unknown,male
002841.wav,"एक दगड टाकल्यावर दुसराही दगड टाकायला हवा, हे ठीक आहे.",mr,unknown,female
004270.wav,राजकारणी आणि महाराष्ट्रातल्या कलाकारांना जनतेच्या पैशात फुकटात स्वस्तात अमेरिकेत यायला मिळतं.,mr,unknown,female
002583.wav,"एकदा नामदेवांची आई काही कामात होती, तीने नामदेवाला विठोबाला नैवेद्य दाखवून यायला सांगितलं.",mr,unknown,female
010160.wav,हा दिवस व्यापारी लोक फार उत्साहात साजरा करतात.,mr,unknown,male
007857.wav,एकदा कक्षीवान ऋषी प्रियमेध नावाच्या ऋषीकडे गेला.,mr,unknown,male
009508.wav,"टिळकांनी विचारले, स्वातंत्र्यानंतर बदललय का काही ?",mr,unknown,male
010833.wav,"खाऊ, पुस्तक, खेळ असे काही सुध्दा आपल्या मित्र-मैत्रिणींबरोबर शेअर करायची नाही, उलट त्यांच्यावर दादागिरी करायची.",mr,unknown,female
008606.wav,सकाळी नम्रता झाडांना पाणी घालायला गेली तर तिला दोन पिशव्यांमध्ये चक्क कोंब फुटलेले दिसले.,mr,unknown,male
000158.wav,कस सांगु तूम्हाला खाली आता शिक्षणाचा काळा बाजार थाटला.,mr,unknown,female
010855.wav,या डोंगरावर वेगवेगळया फळांच्या फळबागा होत्या,mr,unknown,female
004808.wav,तुझ्या मुखांतून जे शब्द बाहेर पडले आहेत ते अमोघ आहेत.,mr,unknown,male
001442.wav,मदर्स डेसाठी आदिती आणि आखिलेषची जोरदार तयारी चालू झाली होती.,mr,unknown,female
006070.wav,"हे नवीन इंग्रज आणि इंग्रजी भाषा यांच्या ग्लामीतून मराठी भाषेला लोकभाषेला, लोकसंस्कृतीला मुक्त केले पाहिजे.",mr,unknown,male
009117.wav,एक ठाम प्रकाश त्या विचाराबरोबर वाहात वाहात माझ्या मनात आला.,mr,unknown,male
008740.wav,आजपासून आम्ही ठरवले आहे की आवश्यकते नुसारच आपल्याला जितके मासे हवेत तितके मासे घ्यायचे.,mr,unknown,male
005035.wav,पण त्याच्या साथीदारांनी त्याचे बोलणे अजिबात ऐकले नाही.,mr,unknown,male
004683.wav,सूर्यास्त होऊन गेला व काळोख पडू लागला.,mr,unknown,male
004826.wav,'तुझे परशू फिरविण्यातील कौशल्य पाहतांना डोळयांचे पारणे फिटल्याचा आनंद आला' विष्णू म्हणाला.,mr,unknown,male
001964.wav,"मनोज आनंदाने तयार झाला, चाचपडत, चाचपडत तो बैठकीत आला.",mr,unknown,female
007785.wav,सत्यकामाच्या बापाचे तर तिला नावही ठाऊक नव्हते.,mr,unknown,male
003208.wav,एल दिव्यांच्या वापराकरिता जेवढी ऊर्जा लागते त्याच्या वीसटक्के इतक्या कमी ऊर्जेचा वापर करूनदेखील सुखकारक प्रकाश मिळविणे शक्य झाले आहे.,mr,unknown,female
010690.wav,"डॉक्टर काकांकडे गेल्यावर आता ते आम्हाला काढून टाकणार, तुझ्या हलगर्जीपणामुळे आमचे घर जाणार आहे.",mr,unknown,female
009733.wav,शाळा सुटल्यावर घरी परततांना मात्र वाटेत रान लागायचे.,mr,unknown,male
010180.wav,या दिवशी बहिणीच्या घरी भाऊ गोडधोड भोजन करतो.,mr,unknown,male
007079.wav,मुकेश थळी यांनीही अनुवादित साहित्याचा परामर्श घेतला.,mr,unknown,male
008737.wav,"आल्यावर मिताने बघितले तर तिचे बाबा नारळाच्या झावळ्या करत होते, आई पापड करण्यात गुंग होती.",mr,unknown,male
010524.wav,प्रजा घरेदारे सोडून दुसऱ्या राज्यात जाऊ लागली असताना तुम्ही केवळ राम राम म्हणत राहून स्वत:चीच मुक्ती साधणार आहात काय.,mr,unknown,female
001544.wav,त्या रात्री आईबाबांचे बोलणे मंजूच्या कानावर पडले.,mr,unknown,female
005000.wav,एकदा राजवाड्यातल्या आचार्‍यांना राजाने खास पाहुण्यांसाठी काही खास पदार्थ बनवायला सांगितले होते.,mr,unknown,male
006233.wav,अभ्यासक्रम आखताना ग्रामीण महाराष्ट्राकडे पाठ करून आणि पुण्यामुंबईसारख्या शहरांकडे उन्मुख होऊन ते आखले जातात.,mr,unknown,male
002875.wav,तुझ्यासारखाच त्याला खूप आत्म- विश्वास होता.,mr,unknown,female
004053.wav,माझ्या मालकाच काय केल त्याने त्याचच नुकसान होईल.,mr,unknown,female
009350.wav,"याउलट कावळयाचं घर शेणाचं होतं, घरात सगळीकडे पसाराच पसारा असे.",mr,unknown,male
009864.wav,तुम्हांला या शापवाणीपासून अज्ञानात ठेवू नये म्हणून त्यांनी हा निरोप पाठविला आहे.,mr,unknown,male
000604.wav,"गौतम म्हणाले, `बाळा, सत्यकामा, तू इतके खरं बोललास हेच पुरे आहे.",mr,unknown,female
004265.wav,मूलभूत सोयींच्या अभावाविषयी पुन्हा केवळ भारतातील परिस्थितीबाबत बहुमताने नोंद झाली आहे.,mr,unknown,female
005488.wav,"जर दुसरा संघ जास्त वेळ लावतो, तर पहिला संघ विजेता ठरतो.",mr,unknown,male
000394.wav,तो रानातून जात असतांना त्याला लुबाडण्यासाठी दोन चोर त्याच्या पाठी लागले.,mr,unknown,female
010019.wav,"रुद्र म्हणाला, `खोटे वाटत असेल तर तुझ्या बाबांना जाऊन विचार, त्यांना यज्ञासंबंधी सर्व कळते.",mr,unknown,male
004128.wav,माझा एक आत्येभाऊ भयंकर वांड आणि चिडका बिब्बा होता.,mr,unknown,female
010418.wav,"त्या वेळेस ऋषी आणखी काही बोलले नाहीत, त्यांनी परभारे भिल्ल राजाला निरोप पाठविला.",mr,unknown,female
006524.wav,वाकडे व अन्य वरिष्ठ अधिकाऱ्यांनीही आरोपींकडे तपास करून पुढील सूचना दिल्या.,mr,unknown,male
006152.wav,भाषाकोषकार विश्वनाथ नरवणे यांचही म्हणण हेच आहे.,mr,unknown,male
006970.wav,बऱ्याच वेळा मोठ्या शहरात एका पिशवीत गावठी बॉम्ब ठेवला जातो.,mr,unknown,male
004442.wav,कठीणपणा इत्यादी धर्मांनी ज्ञात होणारी त्या भूतांची निर्व्यापारावस्था ही त्यांची स्वरूपावस्था.,mr,unknown,female
004412.wav,मनापासुन अभिनंदन मी स्वतः वेबसाइट आर्टिस्ट आहे.,mr,unknown,female
003449.wav,हे सर्व दुष्परिणाम या विंचवाच्या विषामुळे ऑटोनॉमिक चेतासंस्थेशी निगडित आहेत.,mr,unknown,female
007307.wav,"रंगाने गोरा, पर्सनैलिटी कि म्हणतात ती खूप छान होती.",mr,unknown,male
004668.wav,कारण रामाची शपथ घेतल्यावर ती मोडणे शक्य नाही.,mr,unknown,male
005130.wav,मग आपण आणखी कोणती मागणी करणार आहोत,mr,unknown,male
006969.wav,- उद्यानाचा वापर ट्रिगार्ड' ठेवण्यासाठी होतो.,mr,unknown,male
003456.wav,"ऍलोपथी, आयुर्वेद, होमिओपथी, युनानी अशा अनेक औषधव्यवस्था देशात प्रचलित आहेत.",mr,unknown,female
007106.wav,गणोजी शिर्के यांनी फितुरी करून जवळच्या मार्गाने मकरफखानला संगमेश्‍वरात आणले.,mr,unknown,male
000402.wav,"तेव्हा त्यांनी सांगितले, आम्हाला नमस्कार न करता त्यागराजांना नमस्कार करा, तरच आम्ही तुम्हाला सोडू.",mr,unknown,female
008105.wav,"सनातन धर्माची प्रतिष्ठापना करा, धर्मजीवनाला अनुकूल असे वातावरण, कायदे आणि व्यवस्था करा.",mr,unknown,male
001632.wav,होता होता बस डोंगराच्या पायथ्याशी पोहोचली.,mr,unknown,female
004044.wav,सांजची येळ आसल्याकारणान खुप दिवसान येळेरलो सुर्य स्त बगुक गावलो.,mr,unknown,female
009012.wav,"काय हो अश्वराज, त्या वेळच्या त्या घमेंडीत कधी अशी पाळी येईल, असं वाटलं होतं का तुम्हाला.",mr,unknown,male
008303.wav,"पावित्र्य हे न बोलता बोलते, व न शिकविता शिकविते.",mr,unknown,male
005883.wav,नेमकं काय झालं तुला ठावूक आहे का,mr,unknown,male
004398.wav,या गीतापासून स्फुर्ती घेऊन नारायणभाईंनी कथाकथनाचे कार्यक्रम सुरू केले.,mr,unknown,female
003659.wav,कोळी स्वाभाविकच आपल्या मच्छिमारी होड्या-पडावांसमवेत किनाऱ्याजवळ स्थायिक झाले आहेत.,mr,unknown,female
002596.wav,त्यांचा मुख्य उद्देश्य हिन्दु धर्माचा संपूर्ण भारतात प्रचार करण्याचा होता.,mr,unknown,female
007459.wav,त्यानेही तामिळमध्येच रामायण रचनेला प्रारंभ केला.,mr,unknown,male
010785.wav,मधल्या सुट्टीत भुवन वेगळा न बसता स्वतःहून मुलांच्या गोलात सामील झाला.,mr,unknown,female
005740.wav,पावलो पावली नितीमत्तेला जो तो विसरलेला,mr,unknown,male
006569.wav,येथील कारखान्यात थ्री फेज इंजिनांचीही दुरुस्ती करण्यात येते.,mr,unknown,male
010653.wav,आईला बरे नाही म्हणून संध्याकाळी बाबा स्वयंपाक करत होते.,mr,unknown,female
002068.wav,"लिखित राजाकडे गेला, घडलेली सर्व हकीगत सांगितली.",mr,unknown,female
006805.wav,"पोलिस दलातील भ्रष्टाचार, पक्षपातीपणा, बेजबाबदारपणा आदी गोष्टींवर प्रकाश टाकणारे होते.",mr,unknown,male
001600.wav,"भुवनने आनंदाने आपली मान हलवली, तिने तथास्तु म्हटले.",mr,unknown,female
004225.wav,बर लोगानलाच वायपर लेफ्टहॅण्ड ड्राइव्ह च्या बेताने लावलेले आहेत ना ?,mr,unknown,female
001386.wav,त्यामुळे आंब्यांचा चट्टा मट्टा झाला की नम्रता आंब्यांच्या जातीप्रमाणे त्यांची वर्गवारी करुन ठेवायची.,mr,unknown,female
009667.wav,"हे पहा, मला राजवाड्याची आवश्यकता नाही.",mr,unknown,male
004708.wav,"रामा, राजा दुष्टांना दंड देतो, आणि सुष्ट लोकांचे रक्षण करतो.",mr,unknown,male
001406.wav,"बर्याच वर्षांपासून दक्षिण भारतात जाण्याची त्यातल्या त्यात केरळ बघण्याची अगदी मनापासून इच्छा होती, पण या ना त्या कारणाने तो योग येतच नव्हता.",mr,unknown,female
000810.wav,आपल्या मुला-बाळांना चांगले आरोग्य मिळावे व सुख लाभावे म्हणून ही पूजा करतात.,mr,unknown,female
002030.wav,"तो बहिणीकडे गेला तिने त्याला एक रूपया दिला, शेठजींनी तो विहीरीत फेकून दिला.",mr,unknown,female
009872.wav,परिक्षिती राजाने योजलेल्या त्या भागवत सप्ताहाची वार्ता ऐकून क्षमाशील शमीक ऋषींना आनंद झाला.,mr,unknown,male
003205.wav,डी दिवे लावून विजेची बचत केल्यास पर्यावरण संरक्षणामध्ये भरीव योगदान देणे शक्य होणार आहे.,mr,unknown,female
010834.wav,"यामुळे टीनाला वर्गात एकही मित्रमैत्रिण नव्हते, हया गोष्टीचे टीनाच्या आईला खूप वाईट वाटायचे.",mr,unknown,female
008545.wav,"नीता हटट न करणार्‍या, व्यवस्थित जेवणार्‍या मुलांची इच्छा सहज पूर्ण होते.",mr,unknown,male
001703.wav,"झाडं म्हणाली, अरे डोंगरा, तुझ्यामुळेच तर आम्ही आहोत, आम्ही आमच्या मुळांनी तुला असं घट्ट धरून ठेवलंय की तुझी झीज होणारच नाही !",mr,unknown,female
006212.wav,या कार्यक्रमात मराठीतून प्रास्ताविक का नाही,mr,unknown,male
003051.wav,याची शिक्षा म्हणून कांहीतरी उपाय योजून या हत्तीची विल्हेवाट लावली पाहिजे.,mr,unknown,female
008760.wav,"आईच्या डोळयात पाणी आले, तिने मंजूला कुशीत घेत म्हटले, मंजू आपल्या अपंगत्वावर आपणच मात करायला शिकले पाहिजे.",mr,unknown,male
004111.wav,"प्रकाशयोजना, संगीत वगैरे सगळं याच तालमींत ठरत असे.",mr,unknown,female
006943.wav,या मॅच प्रॅक्‍टिसच्या वेळी गवताळ खेळपट्टीवर सराव होत आहे.,mr,unknown,male
006428.wav,"शैल जैमिनी, दयाशंकर तिवारी यांचीही भाषणे झालीत.",mr,unknown,male
003839.wav,त्यांच्या पदी घेतलेली अनन्य भावाची शरणांगती.,mr,unknown,female
001881.wav,आषाढातील पौर्णिमेस 'गुरूपौर्णिमा' म्हणतात.,mr,unknown,female
002479.wav,"तुझ्या लेमळ्या हाताखाली दबून, भावल्यासारख्या मुलाला गजमुख बनावे लागले!",mr,unknown,female
005964.wav,"धर्म, भाषा, प्रांत, वर्ण यांच्या भिंती कोसळतात.",mr,unknown,male
009486.wav,"स्पष्टीकरण देताना बोलला कि, काही दिवसांपूर्वी ऑर्कुट वर त्यांची ओळख झाली होती.",mr,unknown,male
006727.wav,इलिनॉयसह अनेक ठिकाणी कारखान्यांनी विस्ताराच्या योजना आखल्या आहेत.,mr,unknown,male
010057.wav,ही कथा श्री वसिष्ठांनी श्रीरामांना योगवसिष्ठातील उपशम प्रकरणात सांगितली आहे.,mr,unknown,male
008139.wav,"रात्रीच्या वेळी सगळ्यांनी एकत्र बसून जेवणे, हे तुमच्या कौटुंबिक सौख्यासाठी चांगले आहे.",mr,unknown,male
007860.wav,प्रियमेधाने खूप डोके खाजवले पण ह्याचा त्याला उलगडा होईना.,mr,unknown,male
006809.wav,एक मेच्या निमित्ताने हा प्रवास केला.,mr,unknown,male
002311.wav,रामाच्या पर्णकुटीजवळ आश्रमाच्या ईशान्य दिशेला होमकुंड व यज्ञवेदिका होती.,mr,unknown,female
003282.wav,केवळ खिडक्या व दारे उघडून नैसर्गिक वायुवीजन साधता येते.,mr,unknown,female
001047.wav,"मनू घरातून बाहेर पडेना, तो भयंकर मन:स्थितीत होता.",mr,unknown,female
004790.wav,"ही असली नाती सांगून आपले काम साधण्याची कला तूच शिकविली आहेस, कमलनयना",mr,unknown,male
004337.wav,हा सॅंट्या इतका 'हा' आहे की काय ?,mr,unknown,female
006467.wav,पुरुषोत्तम ऊर्फ तात्याजी महाराजांनी अनासक्त वृत्तीने रुग्णांची सेवा केली.,mr,unknown,male
001569.wav,होता होता वाढदिवसाचा दिवस उजाडला.,mr,unknown,female
000463.wav,मी तर सगळीकडं फिरुन उघड्या डोळ्यांनी हे सर्व पाहतो आहे.,mr,unknown,female
000744.wav,ही कथा श्री वसिष्ठांनी श्रीरामांना योगवसिष्ठातील उपशम प्रकरणात सांगितली आहे.,mr,unknown,female
000223.wav,"त्याला असे वाटले की, हे लाकूड मूल्यवान आहे, हे लाकूड कोण विकत घेईल ?",mr,unknown,female
006281.wav,आज आई बाबांची जागा 'मम्मी डॅडी' या शब्दांनी घेतली आहे.,mr,unknown,male
004924.wav,"रावणा, ते मूल तुझा व तुझ्या लंकेचा नाश करण्यासाठी जन्मलेले आहे!",mr,unknown,male
003722.wav,या दोन नव्या माध्यमांबरोबर नवे विषयही ब्रिटिशांबरोबरच येथे आले.,mr,unknown,female
000626.wav,वायुदेवाच्या आज्ञेप्रमाणे दुसर्या दिवशी सत्यकाम गायी घेऊन आश्रमाकडे निघाला.,mr,unknown,female
008425.wav,"मुलाचे शिक्षण हे मातेवर, पित्यावर, आप्तेष्टांवर, सभोवतालच्या सर्व सजीव-निर्जीव सृष्टीवर अवलंबून आहे.",mr,unknown,male
007765.wav,तेही त्याचे अभीष्टचिंतन करण्यात आणि भगवंताची क्षमायाचना करण्यात आपला काळ घालवू लागले!,mr,unknown,male
002178.wav,हा चबुतरा आपल्याला रायगडावरील महाराजांच्या समाधीची आठवण करून देतो.,mr,unknown,female
009608.wav,राजाच्या मनात असे विचार यायचे कारण काय?,mr,unknown,male
005675.wav,तो समोर डोंगर दिसतो आहे दूरवर,mr,unknown,male
010469.wav,"श्याम भरल्या आवाजाने म्हणाला, माझ्या स्वत:च्या पूर्वजीवनाची स्मृती करणे मला फार शोकदायक वाटते.",mr,unknown,female
003188.wav,लाकूड हे भारताचे आद्य इंधन आहे.,mr,unknown,female
003195.wav,पृथ्वीच्या वातावरणाबाहेर दर चौरस मीटरला तेरा शे वॅट सौरऊर्जा असते.,mr,unknown,female
010648.wav,"एके दिवशी घरी आल्यावर आई झोपलेली होती, तो घाईने आई जवळ गेला.",mr,unknown,female
000354.wav,त्यामुळे तो आनंदाने शाळेत जाई.,mr,unknown,female
002900.wav,"महासागरावर जरी थंड हवा होती, तरी माझा चेहरा गरम वाटूं लागला.",mr,unknown,female
000457.wav,"नारदमुनी, आपण आलात, छान झालं, आता तुम्हीच मला मार्ग दाखवा, आमचं संकट निवारण करा.",mr,unknown,female
002639.wav,त्याचबरोबर मी तुला या मुनीवर विश्वास ठेवणार्या विश्वेश्वरचीही गोष्ट सांगेन.,mr,unknown,female
005515.wav,"जातीचे रंग शोधतात, कित्येक भडवे बिचारे",mr,unknown,male
000240.wav,"पुढे भेटलेल्या लोकांनी म्हटले, मुलगा किती निर्लज्ज आहे पहा!",mr,unknown,female
004732.wav,तिकडे राजवाड्यात दशरथ एकदम जागा झाल्यासारखा उठला व म्हणाला.,mr,unknown,male
003699.wav,"पाककला म्हणजे चविष्ट, रुचकर आणि पोषक भोजन बनवण्याची कला अथवा शास्त्र.",mr,unknown,female
005126.wav,बिरबलाचा पाडाव करण्यासाठी मी अगदी वाट्टेल ते करू शकतो हकीम म्हणाला.,mr,unknown,male
010553.wav,"अंधारात लोकांना काही दिसेनासे झाले, धडपडू लागले.",mr,unknown,female
005169.wav,तसंच झालं तर जन्मभूमीवर प्राण देऊन पुण्य तरी मी कमावीन.,mr,unknown,male
003786.wav,"ज्यांनी इमाने सेवा केली त्यांचाच बळी घेणारी, उफराटी ठरली",mr,unknown,female
001019.wav,"मी कशाला कोणाला मारू, मी आधीच दुःखाने मेलो आहे.",mr,unknown,female
006958.wav,आयआयटीतील या कंत्राटी कर्मचाऱ्यांचे प्रश्‍न सोडविण्यासाठी महाराष्ट्र संघटित व अंसघटित यांनी सातत्याने प्रयत्न केले आहेत.,mr,unknown,male
007441.wav,"वडील घोड्यावर बसले, रस्त्याने जात असता लोक म्हणू लागले, बाप निर्दयी आहे.",mr,unknown,male
001761.wav,काही काही प्रकारची साधीसुधी सेवा फारच महत्त्वपूर्ण असली तरी तिचा उपयोग घेणा-यांना मात्र कसलीच कृतज्ञता वाटत नाही.,mr,unknown,female
009248.wav,दोन दिवस ह्याच्या दुप्पट रक्कम फेकली पण तुला राग आला नव्हता कारण त्या मागे कष्ट नव्हते.,mr,unknown,male
009621.wav,बिचारा यांच्या वजनाने दबून जाईल.,mr,unknown,male
009294.wav,माझी ती अवस्था आपण पाहिलीत आणि ताबडतोब पाण्यात उडी घेतलीत.,mr,unknown,male
001104.wav,"घरात बसून राहणे तिला कधीच आवडत नसे, घडीची म्हणून तिला उसंत माहीत नसे.",mr,unknown,female
008998.wav,देवळाच्या दारातच दवंडीवाला दवंडी पिटत होता.,mr,unknown,male
007929.wav,देव हे शेपटीच्या बाजूने व राक्षस मुखाच्या बाजूने ओढत होते.,mr,unknown,male
008820.wav,"तुला वाटत मला हे जमेल, भुवनने भीतभीत त्याला विचारले.",mr,unknown,male
003782.wav,मात्र चैत्याच्या गाभाऱ्यात स्तूप ही पूजनीय वस्तू कोरलेली आहे.,mr,unknown,female
008270.wav,तो काळ आर्यांच्या विजयाचा व विस्ताराचा होता.,mr,unknown,male
010039.wav,"पुढे समुद्रमंथनातून लक्ष्मी, कौस्तुभ, पारिजातक, सुरा, धन्वंतरी, चंद्र, रंभा, ऐरावत, अमृत, विष, उच्चैःश्रवा नावाचा घोडा, कामधेनू, शंख व हरिधनू अशी चौदा रत्ने निघाली.",mr,unknown,male
010113.wav,या दिवशी गाईची पाडसासह संध्याकाळी पूजा करतात.,mr,unknown,male
010312.wav,ख्रिस्ती मिशनरी रानटी लोकांत जाऊन तेथे आपले बंगले बांधतात व त्यांना आपल्या धर्माची दीक्षा देतात.,mr,unknown,female
005650.wav,केला विचार पक्का गाणं गाऊन,mr,unknown,male
002589.wav,पंचवटी क्षेत्रात त्यांनी श्री रामचंद्रांच्या देव्हार्याची स्थापना केली.,mr,unknown,female
008833.wav,होता होता तो दिवस उजाडला आणि सारी मुले सकाळी ठीक सात वाजता शाळेत हजर झाली.,mr,unknown,male
009216.wav,"तुझ्या माधुर्याच्या रसात सर्वजणं न्हाऊन निघतील, माझ्यातलं अमृत तुला पावन करेल.",mr,unknown,male
005651.wav,किनाऱ्यावर पोहचलोच तर बिअर पाजीन तुला,mr,unknown,male
001035.wav,"सांग, मित्रा, तुझं मत सांग, तुला जे खरोखर वाटत असेल ते सांग.",mr,unknown,female
003689.wav,रत्नागिरी जिल्ह्याच्या किनारी भागातील वाळूत इल्मेनाईट या खनिजाचे साठे आढळतात.,mr,unknown,female
004194.wav,एक-आधी ईथे चर्चीलेलं 'बाकी शुन्य' दोन-देवांच्या राज्यात राजेद्र खेर यांचं काम उत्तम.,mr,unknown,female
007693.wav,"अनेक उपाय करुन भक्ती, मुक्ती, ज्ञान आणि वैराग्य यांच्या कथा सांगून त्यांचे महत्त्व वाढविले.",mr,unknown,male
004251.wav,त्यामुळेच विहंगसारख्या प्रतिष्ठित संस्थेचे आमंत्रण बघून वृंदाला आश्चर्य वाटत होते.,mr,unknown,female
000907.wav,"मानवाचे स्वास्थ्य पर्यावरणावर अवलंबून आहे, त्यामुळे पर्यावरणाच्या स्वास्थ्याकडे लक्ष देणे अत्यावश्यक आहे !",mr,unknown,female
009171.wav,गाण्यात मात्र पहिला नंबर ठेवलेला हे कळताच सा-या विद्यार्थ्यांनी त्याला गाणं म्हणण्याचा आग्रह केला.,mr,unknown,male
007507.wav,शूरसेन राजा प्रसन्न झाला.,mr,unknown,male
006852.wav,कुलूप तोडायचा निर्णय झाल्यानंतर त्या शेजाऱ्याने आणखी दहाबारा जणांना सोबतीला बोलावले.,mr,unknown,male
004033.wav,नद्यांमधून वाहणारी आणि मदांध तख्त फोडणारी भाषा.,mr,unknown,female
006976.wav,त्यावेळी मटकर व माजी जिल्हा पंचायत सभासद अँथनी मेनेझेस हे त्यांच्या नजरेस पडले.,mr,unknown,male
006005.wav,"दत्ता पवार, लोकसत्ता एक मे एकोणीसशे पंच्याऐंशी",mr,unknown,male
002287.wav,परंतु मंथरेच्या संगतींत तिचे मन पालटले होते.,mr,unknown,female
009758.wav,दुसऱ्या दिवशी शाळेत जातांना गोपाळदादाने त्याला वाटीभर दूध आणून दिले.,mr,unknown,male
006721.wav,विभागीय आयुक्तांच्या उपस्थितीत पाटोद्यात ग्रामस्थदिन साजरा झाला.,mr,unknown,male
010844.wav,"गौरीने सर्व वर्गासमोर टीनाचे आभार मानले, पण टीनाला मात्र त्याचे काहीच वाटले नाही.",mr,unknown,female
008792.wav,त्यांनी विचार केला आठ वर्षाच्या भुवनला ह्या छोटयाश्या गावात जुळवून घेणे सहज शक्य होईल.,mr,unknown,male
007268.wav,"म्हणून देवाला विसरू नये, अहंरहित रहावे, सर्व मानसन्मान देवाचरणी अर्पण करावेत.",mr,unknown,male
008447.wav,"परंतु आम्हांला तुमच्या चांगल्याच गोष्टी सांगा, चांगल्या गोष्टींचे चिंतन केल्याने मनुष्य चांगला होत जातो.",mr,unknown,male
009418.wav,पाच काठ्या एकत्र असलेली ती मोळी होती.,mr,unknown,male
009124.wav,"धनुष्य, प्रत्यंचा, बाण, माती, तुमची मूर्ती आणि स्वत:ला सुध्दा घडवत राहीलो.",mr,unknown,male
008347.wav,"ती आपल्या भक्तांना काही उणे पडू देत नाही, ही उषादेवी किती सुंदर, पवित्र आणि धन्यतम अशी आहे.",mr,unknown,male
007072.wav,सध्या शिक्षकांवर वेठबिगाराची कुऱ्हाड कोसळली आहे.,mr,unknown,male
008201.wav,"त्याची लहान बहीण होती, या बहिणीवर त्याचा फार लोभ.",mr,unknown,male
008827.wav,झोपल्यावर मात्र ती परी त्याच्या स्वप्नात आली.,mr,unknown,male
001902.wav,मला फक्त विद्या हवी होती.,mr,unknown,female
004914.wav,"शेष अंशाने तप्तसुवर्णकांतियुक्त लक्ष्मण, व चक्रगदेच्या अंशाने पोवळ्यासारख्या विद्रुमकांतीने युक्त शत्रुघ्न, सुमित्रेच्या उदरी जन्मले.",mr,unknown,male
004377.wav,त्यानंतर प्रणॉय रॉय यांनी तिला ची स्वतंत्र वाहिनी काढण्यासाठी आमंत्रित केलं.,mr,unknown,female
001570.wav,सकाळी झोपेतून उठल्यावर नीनाला आईबाबांनी जवळ घेऊन लाड केले.,mr,unknown,female
004769.wav,"ज्ञान, औषधी वनस्पती व बीजे नष्ट होता कामा नयेत.",mr,unknown,male
