audio_file,text,language,speaker,source_file
007290.wav,About you is all that remains of the second of the Seven Wonders of the World.,en,LJSpeech_single_speaker,LJ028-0031.wav
009972.wav,was to the effect that the paraffin test was unreliable in determining whether or not a person has fired a rifle or revolver.,en,LJSpeech_single_speaker,LJ038-0090.wav
002217.wav,"Blinded with their long hair, they tore at each other like two furies; their bonnets and caps were trodden underfoot in the kennel,",en,LJSpeech_single_speaker,LJ008-0249.wav
004644.wav,His nature must have been kindly.,en,LJSpeech_single_speaker,LJ016-0230.wav
011403.wav,I think that we finished him on that program because we had publicly linked the Fair Play for Cuba Committee,en,LJSpeech_single_speaker,LJ044-0090.wav
009086.wav,Approximately 7 or 8 minutes later,en,LJSpeech_single_speaker,LJ034-0119.wav
008810.wav,and insert it into the paper bag.,en,LJSpeech_single_speaker,LJ033-0057.wav
002789.wav,"His father, it was proved in evidence, had been at times quite mad; and Oxford's mental state might be inferred from his own proceedings.",en,LJSpeech_single_speaker,LJ010-0198.wav
007338.wav,"The museum authorities believed that the cameo was one of the many spurious objects which the Eastern forgers were constantly sending to Europe,",en,LJSpeech_single_speaker,LJ028-0079.wav
002393.wav,"The keeper tries to appear unmoved, but his eye wanders anxiously over the combustible assembly.",en,LJSpeech_single_speaker,LJ009-0106.wav
004948.wav,and one of the many links in the long chain of evidence was an entry in a book of Palmer's to the effect that Quote.,en,LJSpeech_single_speaker,LJ017-0093.wav
002485.wav,and her body publicly exhibited in a place built for the purpose in the Old Bailey.,en,LJSpeech_single_speaker,LJ009-0198.wav
007277.wav,Like a great ball of fire the sun sinks in the west.,en,LJSpeech_single_speaker,LJ028-0018.wav
007092.wav,All have the same ultimate substance,en,LJSpeech_single_speaker,LJ027-0012.wav
006919.wav,"that is, the forms may possess a mouth for the ingestion of solid food and green coloring matter, chlorophyll,",en,LJSpeech_single_speaker,LJ026-0005.wav
002047.wav,"seemed to strike her mind with horror and consternation, to the exclusion of all power of recollectedness in preparation for the approaching awful moment.",en,LJSpeech_single_speaker,LJ008-0078.wav
011031.wav,it appears to be the work of a fairly well organized person.,en,LJSpeech_single_speaker,LJ042-0155.wav
001255.wav,The want of sleeping cells long continued a crying need.,en,LJSpeech_single_speaker,LJ005-0136.wav
000953.wav,"As Mr. Buxton pointed out, many old acts of parliament designed to protect the prisoner were still in full force.",en,LJSpeech_single_speaker,LJ004-0083.wav
012114.wav,"However, pursuant to a regular Bureau practice of interviewing certain immigrants from Iron Curtain countries,",en,LJSpeech_single_speaker,LJ047-0059.wav
010312.wav,"As compared to a civilian who had not received this intensive training, he would be considered as a good to excellent shot. End quote.",en,LJSpeech_single_speaker,LJ039-0126.wav
004386.wav,"and when these presented themselves, entrusted them as a beginning with the duty of cashing cheques.",en,LJSpeech_single_speaker,LJ015-0285.wav
008086.wav,These agents performed for the Vice President the same functions that the agents in the Presidential follow-up car performed for the President.,en,LJSpeech_single_speaker,LJ030-0096.wav
011525.wav,It also dealt with the fear of the Castro regime that such a policy might result in its abandonment by the Soviet Union.,en,LJSpeech_single_speaker,LJ044-0212.wav
001719.wav,"This woman was really his servant, employed to help in cleaning, and taken on whenever there was extra work to be done.",en,LJSpeech_single_speaker,LJ006-0301.wav
003693.wav,This placed them in a position of much embarrassment. To have thrown up their brief would have been to have secured Courvoisier's conviction.,en,LJSpeech_single_speaker,LJ013-0196.wav
008903.wav,"Sebastian F. Latona, supervisor of the FBI's Latent Fingerprint Section,",en,LJSpeech_single_speaker,LJ033-0150.wav
003527.wav,"The captain and crew, however, got safely to Jamaica, and so to England; the captain dying on the voyage home.",en,LJSpeech_single_speaker,LJ013-0030.wav
012836.wav,The incumbent has no technical qualifications in the area of Presidential protection.,en,LJSpeech_single_speaker,LJ050-0014.wav
009435.wav,"In a later interview, Jones confirmed that he had exchanged words with a woman passenger on the bus during the ride south on Marsalis.",en,LJSpeech_single_speaker,LJ036-0040.wav
004509.wav,In 1853 three men escaped in company from one of the wards in the middle yard.,en,LJSpeech_single_speaker,LJ016-0095.wav
011428.wav,"he felt that this was a great man that he had received the letter from, end quote.",en,LJSpeech_single_speaker,LJ044-0115.wav
003335.wav,"Presently the proper person arrived from the consignees, but found the gold-dust gone.",en,LJSpeech_single_speaker,LJ012-0134.wav
012783.wav,is properly manned and equipped to carry on extensive information gathering functions within the United States.,en,LJSpeech_single_speaker,LJ049-0191.wav
003706.wav,"he was annoyed with his man for various small omissions and acts of forgetfulness, and on the night of the murder had taken Courvoisier to task rather sharply.",en,LJSpeech_single_speaker,LJ013-0209.wav
003252.wav,"While thus incarcerated he managed to escape from custody, but not actually from jail, by an ingenious contrivance which is worth mentioning.",en,LJSpeech_single_speaker,LJ012-0051.wav
003974.wav,"Cannon, by trade a chimney-sweep, had long been characterized by the bitterest hatred of the police force,",en,LJSpeech_single_speaker,LJ014-0210.wav
001057.wav,"Already, as early as 1818, a prison existed at Bury St. Edmunds which was a model for imitation to others at that time,",en,LJSpeech_single_speaker,LJ004-0187.wav
001147.wav,"He was altogether against too liberal a diet; he disapproved of industrial occupations in jails, as not calculated to render prisons terrible.",en,LJSpeech_single_speaker,LJ005-0027.wav
005121.wav,"They none of them spoke much English except Leon, commonly called Lyons.",en,LJSpeech_single_speaker,LJ017-0266.wav
001938.wav,"and a tendency to return to much of that laxity and remissness which formerly marked the management of this prison.""",en,LJSpeech_single_speaker,LJ007-0212.wav
012289.wav,"Hosty's initial reaction on hearing that Oswald was a suspect in the assassination, was, quote, shock",en,LJSpeech_single_speaker,LJ047-0234.wav
001032.wav,"It was ""a scene of infernal passions and distresses,"" says Buxton, ""which few have imagination sufficient to picture,",en,LJSpeech_single_speaker,LJ004-0162.wav
007407.wav,"using throughout for their cement hot bitumen, and interposing a layer of wattled reeds at every thirtieth course of the bricks.",en,LJSpeech_single_speaker,LJ028-0149.wav
009226.wav,but through the window in the door he caught a fleeting glimpse of a man walking in the vestibule toward the lunchroom.,en,LJSpeech_single_speaker,LJ035-0041.wav
004401.wav,Saward's letter to Hardwicke fell into the hands of the police and compromised him.,en,LJSpeech_single_speaker,LJ015-0300.wav
008785.wav,"In the Paines' garage, along with many other objects of a household character,",en,LJSpeech_single_speaker,LJ033-0032.wav
006175.wav,"It is time that we made a clean-cut effort to bring about that united action of management and labor,",en,LJSpeech_single_speaker,LJ021-0134.wav
002544.wav,"and having got from the falling drop to the firm part of the platform, he nearly succeeded in tearing the handkerchief from his eyes.",en,LJSpeech_single_speaker,LJ009-0257.wav
000097.wav,"a little reduced in ugliness. The design of the letters of this modern ""old style"" leaves a good deal to be desired,",en,LJSpeech_single_speaker,LJ001-0097.wav
002475.wav,"One was attached to Hicks' Hall, the Clerkenwell Sessions House, built out of monies provided by Sir Baptist Hicks, a wealthy alderman of the reign of James I.",en,LJSpeech_single_speaker,LJ009-0188.wav
002523.wav,"To the great surprise of all who witnessed this dreadful scene,",en,LJSpeech_single_speaker,LJ009-0236.wav
010386.wav,"and one of these agents, Robert A. Frazier,",en,LJSpeech_single_speaker,LJ039-0200.wav
002240.wav,Judges on assize were satisfied with simply recording a sentence of death against offenders whom they did not think deserved the extreme penalty.,en,LJSpeech_single_speaker,LJ008-0272.wav
006307.wav,"Our social security legislation is an attempt to answer the first of these questions; our Works Relief program, the second.",en,LJSpeech_single_speaker,LJ022-0056.wav
008375.wav,Two men from the President's follow-up car were detailed to help protect the Vice President.,en,LJSpeech_single_speaker,LJ031-0130.wav
004234.wav,"Even when the bubble burst Redpath, who had lived at the rate of twenty thousand a year,",en,LJSpeech_single_speaker,LJ015-0133.wav
001043.wav,"and sometimes slept in ""the pit,"" loaded with heavy irons for a whole year, waiting the jail delivery.",en,LJSpeech_single_speaker,LJ004-0173.wav
002390.wav,"The silence is short. As the ordinary proceeds 'to conclude,'",en,LJSpeech_single_speaker,LJ009-0103.wav
012719.wav,"Committee of Cabinet Officers. As our Government has become more complex,",en,LJSpeech_single_speaker,LJ049-0126.wav
001593.wav,In his administration of discipline he was quite uncertain;,en,LJSpeech_single_speaker,LJ006-0175.wav
002392.wav,"The sheriffs cover their faces, and one of their inquisitive friends blows his nose with his glove.",en,LJSpeech_single_speaker,LJ009-0105.wav
012321.wav,He likewise indicated he was disenchanted with Russia.,en,LJSpeech_single_speaker,LJ048-0016.wav
012208.wav,"Having determined that Mrs. Paine was a responsible and reliable citizen, Hosty interviewed her on November 1.",en,LJSpeech_single_speaker,LJ047-0153.wav
004784.wav,"Underfoot and upon the walls roughly cut into the stones, are single initial letters, the brief epitaphs of those who lie below.",en,LJSpeech_single_speaker,LJ016-0374.wav
012711.wav,Enactment of this statute would mean that the investigation of any of the acts covered and of the possibility of a further attempt,en,LJSpeech_single_speaker,LJ049-0118.wav
003161.wav,"Mullay defended himself, and managed to break the knife, but not before he had cut himself severely.",en,LJSpeech_single_speaker,LJ011-0253.wav
010336.wav,which would indicate that Oswald practiced operating the bolt.,en,LJSpeech_single_speaker,LJ039-0150.wav
012908.wav,"Under these criteria, whether the case should be referred to the Secret Service depends on the existence of a previous history of mental instability,",en,LJSpeech_single_speaker,LJ050-0086.wav
000004.wav,"produced the block books, which were the immediate predecessors of the true printed book,",en,LJSpeech_single_speaker,LJ001-0004.wav
011406.wav,and was extremely believable before this. We thought the fellow could probably get quite a few members if he was really indeed serious about getting members.,en,LJSpeech_single_speaker,LJ044-0093.wav
007181.wav,"Throughout both the animal and vegetable kingdoms dwarfed and useless representatives of organs are constantly met with,",en,LJSpeech_single_speaker,LJ027-0101.wav
002612.wav,"The credulity of investors, the unscrupulous dishonesty of bankers,",en,LJSpeech_single_speaker,LJ010-0021.wav
010709.wav,and then came out with a statement that he was looking for a Communist cell in town to join but he couldn't find any.,en,LJSpeech_single_speaker,LJ041-0035.wav
002678.wav,"and it was arranged that one of their number should knock at Lord Harrowby's door on the pretense of leaving a parcel,",en,LJSpeech_single_speaker,LJ010-0087.wav
010736.wav,"testified that, quote, definitely the Marine Corps was not what he had expected it to be when he joined, end quote,",en,LJSpeech_single_speaker,LJ041-0062.wav
003167.wav,"and that, being an irritable temper, he had struck Mullay, after which a violent scuffle took place.",en,LJSpeech_single_speaker,LJ011-0259.wav
005578.wav,"Among the latter were notably the counties of Cheshire, Lincolnshire, Norfolk, Suffolk, Nottinghamshire, the East and North Ridings of Yorkshire.",en,LJSpeech_single_speaker,LJ019-0043.wav
009133.wav,"of the sixth floor approximately 1 minute before the assassination, although neither witness saw the shots being fired.",en,LJSpeech_single_speaker,LJ034-0167.wav
000440.wav,"A court of the collegians was held every Monday to manage its affairs, at which all prisoners were required to attend.",en,LJSpeech_single_speaker,LJ002-0255.wav
006875.wav,but it suggests a suspicion of their identity which needs careful testing.,en,LJSpeech_single_speaker,LJ025-0137.wav
006757.wav,"Although the roots of plants direct themselves toward moisture and their leaves toward air and light,",en,LJSpeech_single_speaker,LJ025-0019.wav
006119.wav,"no economic panacea, which could simply revive over-night the heavy industries and the trades dependent upon them.",en,LJSpeech_single_speaker,LJ021-0078.wav
009474.wav,coming from the direction of the Depository Building and running down the hill north of Elm Street,en,LJSpeech_single_speaker,LJ036-0079.wav
011955.wav,as indicating some potential danger to the President -- no matter how small -- it was indexed in the general PRS files,en,LJSpeech_single_speaker,LJ046-0154.wav
005413.wav,"The first plot was against Mr. Harry Emmanuel, but he escaped, and the attempt was made upon Loudon and Ryder.",en,LJSpeech_single_speaker,LJ018-0276.wav
009878.wav,"positively identified Lee Harvey Oswald as the man they saw fire the shots or flee from the scene,",en,LJSpeech_single_speaker,LJ037-0265.wav
005724.wav,"This plan was on the principle of cellular separation, a system, according to Lord John Russell, desirable in all prisons,",en,LJSpeech_single_speaker,LJ019-0189.wav
000089.wav,"but his letters, though uninteresting and poor, are not nearly so gross and vulgar as those of either the Italian or the Frenchman.",en,LJSpeech_single_speaker,LJ001-0089.wav
012247.wav,On November 18 the FBI learned that Oswald recently had been in communication with the Soviet Embassy in Washington,en,LJSpeech_single_speaker,LJ047-0192.wav
002577.wav,"He was at first engaged as assistant to the executioner Tom Cheshire, but in due course rose to be chief.",en,LJSpeech_single_speaker,LJ009-0290.wav
007252.wav,"The caducibranch takes first the fish form, then the perennibranch form, and finally the caducibranch form, but goes no further.",en,LJSpeech_single_speaker,LJ027-0173.wav
008373.wav,and escorted them into Parkland Hospital through the emergency entrance.,en,LJSpeech_single_speaker,LJ031-0128.wav
007742.wav,Grant me as a gift a life of distant days.,en,LJSpeech_single_speaker,LJ028-0484.wav
010360.wav,The marksmen took as much time as they wanted for the first target and all hit the target.,en,LJSpeech_single_speaker,LJ039-0174.wav
000275.wav,8. The female felons were deprived of part of the space which the architect had intended for them.,en,LJSpeech_single_speaker,LJ002-0089.wav
001282.wav,One great impediment to wide amelioration was that a vast number of small jails lay out of reach of the law.,en,LJSpeech_single_speaker,LJ005-0163.wav
009067.wav,"this man I saw previously was aiming for his last shot. As it appeared to me he was standing up and resting against the left window sill, end quote.",en,LJSpeech_single_speaker,LJ034-0100.wav
010378.wav,he had a total of between 4.8 and 5.6 seconds between the two shots which hit,en,LJSpeech_single_speaker,LJ039-0192.wav
008381.wav,The Vice President decided to wait until he received definitive word of the President's condition.,en,LJSpeech_single_speaker,LJ031-0136.wav
010780.wav,"At the court-martial hearing which followed, Oswald admitted that he had been rather drunk when the incident occurred.",en,LJSpeech_single_speaker,LJ041-0106.wav
008913.wav,Materials used to make bag.,en,LJSpeech_single_speaker,LJ033-0160.wav
004951.wav,"The night he bought it, Cook, who had been taking certain pills under medical advice, not Palmer's, was seized with violent convulsions.",en,LJSpeech_single_speaker,LJ017-0096.wav
010543.wav,"Whatever problems may have been created by Lee's home life in Louisiana and Texas,",en,LJSpeech_single_speaker,LJ040-0109.wav
003290.wav,"he broke open the chest and stole £4700 in notes, with a quantity of gold and some silver.",en,LJSpeech_single_speaker,LJ012-0089.wav
009137.wav,"Edwards said, quote, Look at that guy there in that window, end quote,",en,LJSpeech_single_speaker,LJ034-0171.wav
005759.wav,"With the reduction of numbers to be accommodated, there was ample space in Newgate for its reconstruction on the most approved modern lines.",en,LJSpeech_single_speaker,LJ019-0224.wav
004245.wav,developed to a colossal extent the frauds he had already practiced as a subordinate.,en,LJSpeech_single_speaker,LJ015-0144.wav
009518.wav,unloaded at 500 North Beckley at 12:45 p.m.,en,LJSpeech_single_speaker,LJ036-0123.wav
000416.wav,"There was no distinct place for the female debtors, who lived in the same galleries as the men.",en,LJSpeech_single_speaker,LJ002-0231.wav
012025.wav,The State Department advised the Secret Service of all crank and threat letter mail,en,LJSpeech_single_speaker,LJ046-0224.wav
002251.wav,"two others were sentenced to three months' imprisonment, and the balance to varying terms.",en,LJSpeech_single_speaker,LJ008-0283.wav
012726.wav,The Commission suggests that consideration might be given to assigning to a Cabinet-level committee or the National Security Council,en,LJSpeech_single_speaker,LJ049-0134.wav
010283.wav,"made an almost stationary target while he was aiming in, very little movement if any, end quote.",en,LJSpeech_single_speaker,LJ039-0097.wav
000711.wav,The old press yard has been fully described in a previous chapter.,en,LJSpeech_single_speaker,LJ003-0188.wav
004926.wav,"To meet his liabilities, he raised large sums on forged bills of acceptance drawn upon his mother, a woman of some means,",en,LJSpeech_single_speaker,LJ017-0071.wav
009264.wav,"The first test, run at normal walking pace, required 1 minute, 18 seconds;",en,LJSpeech_single_speaker,LJ035-0079.wav
000408.wav,"The principle of ""chummage"" prevailed as in the King's Bench,",en,LJSpeech_single_speaker,LJ002-0223.wav
004458.wav,"The least slip now would have been fatal to him. But he could not thrust his body in through the narrow space left by the chevaux-de-frise,",en,LJSpeech_single_speaker,LJ016-0043.wav
007204.wav,"For instance, although in nearly all the numerous species of snakes there are no vestiges of limbs,",en,LJSpeech_single_speaker,LJ027-0124.wav
010777.wav,Oswald once told Powers that he didn't care if he returned to the United States at all.,en,LJSpeech_single_speaker,LJ041-0103.wav
012685.wav,without authorizing it to arrest anyone who harms him. The same provisions authorize the Service to arrest without warrant,en,LJSpeech_single_speaker,LJ049-0092.wav
003510.wav,with other underwriters for a second sum of £2000.,en,LJSpeech_single_speaker,LJ013-0013.wav
012884.wav,(c) who express or have expressed strong or violent anti-U.S. sentiments,en,LJSpeech_single_speaker,LJ050-0062.wav
011620.wav,"Katherine Ford, with whom Marina Oswald stayed during her separation from her husband in November of 1962,",en,LJSpeech_single_speaker,LJ045-0069.wav
009913.wav,About six or seven people were seated on the theatre's main floor and an equal number in the balcony.,en,LJSpeech_single_speaker,LJ038-0031.wav
006033.wav,"When habited for the day in all except the outer gown, collar, etc., slip on the wrapper again and run down to put the biscuits in the oven.",en,LJSpeech_single_speaker,LJ020-0099.wav
002849.wav,"As the Queen was driving from Buckingham Palace to the Chapel Royal,",en,LJSpeech_single_speaker,LJ010-0258.wav
003102.wav,Friends went in pursuit and traced her to Huddersfield and further north.,en,LJSpeech_single_speaker,LJ011-0194.wav
003856.wav,This cold-blooded indifference after the event was only outdone by the premeditation of this horrible murder.,en,LJSpeech_single_speaker,LJ014-0091.wav
007744.wav,yet the palace of Nebuchadnezzar was protected by a third defense far stronger.,en,LJSpeech_single_speaker,LJ028-0486.wav
001524.wav,Too much was left to the wardsman. It was he who could issue small luxuries;,en,LJSpeech_single_speaker,LJ006-0106.wav
008411.wav,Unmarked police cars took the Vice President and Mrs. Johnson from Parkland Hospital to Love Field.,en,LJSpeech_single_speaker,LJ031-0166.wav
001111.wav,Other cases of moral deterioration have already been recorded.,en,LJSpeech_single_speaker,LJ004-0241.wav
010753.wav,"Nelson Delgado, one of Oswald's fellow Marines, testified that Oswald tried to, quote, cut up anybody that was high ranking, end quote,",en,LJSpeech_single_speaker,LJ041-0079.wav
001407.wav,when speaking more particularly of the borough jails.,en,LJSpeech_single_speaker,LJ005-0288.wav
009538.wav,"He marked what, he thought was the intersection of Neches and Beckley on a map of Dallas with a large ""X.""",en,LJSpeech_single_speaker,LJ036-0143.wav
006168.wav,Machinery set up by the federal government has provided some new methods of adjustment.,en,LJSpeech_single_speaker,LJ021-0127.wav
004768.wav,"No time was lost in carrying out the dread ceremony; but it was not completed without some of the officials turning sick, and the moment it was over,",en,LJSpeech_single_speaker,LJ016-0357.wav
006747.wav,for in the past fifty years it has been made evident that in general principles all living things are fundamentally similar.,en,LJSpeech_single_speaker,LJ025-0009.wav
010508.wav,About 6 months later she also withdrew John Pic and Robert Oswald.,en,LJSpeech_single_speaker,LJ040-0074.wav
008883.wav,"and her first remembrance is that it was held in Oswald's right hand, quote, and it almost touched the ground as he carried it, end quote.",en,LJSpeech_single_speaker,LJ033-0130.wav
007278.wav,The stars come out one by one and shine brighter than elsewhere as if to light you on your way.,en,LJSpeech_single_speaker,LJ028-0019.wav
002560.wav,two supporting his body and two his legs.,en,LJSpeech_single_speaker,LJ009-0273.wav
007255.wav,Fishes first appeared in the Devonian and Upper Silurian in very reptilian or rather amphibian forms.,en,LJSpeech_single_speaker,LJ027-0176.wav
012074.wav,"Oswald's defection was also the occasion for the opening of files by the Department of State, CIA, and the Office of Naval Intelligence.",en,LJSpeech_single_speaker,LJ047-0019.wav
000634.wav,"He was in consequence put out of the protection of their internal law, end quote. Their code was a subject of some curiosity.",en,LJSpeech_single_speaker,LJ003-0111.wav
003071.wav,"She was not in immediate danger, but she wished to see her daughter, ""as it was possible she might soon become incapable of recognizing any one.""",en,LJSpeech_single_speaker,LJ011-0163.wav
004949.wav,strychnia kills by causing tetanic fixing of the respiratory muscles. End quote.,en,LJSpeech_single_speaker,LJ017-0094.wav
002169.wav,"in an adjoining house, that of an undertaker, was Lord Alfred Paget, also with several friends.",en,LJSpeech_single_speaker,LJ008-0201.wav
010317.wav,"Sergeant Zahm concluded, quote, I would say in the Marine Corps he is a good shot, slightly above average,",en,LJSpeech_single_speaker,LJ039-0131.wav
007364.wav,"Tradition says that to please his foreign wife from the mountainous country he built the famous hanging gardens, but that may be only a tradition.",en,LJSpeech_single_speaker,LJ028-0105.wav
000132.wav,"Here, again, if the practice of ""leading"" were retrenched larger type could be used without enhancing the price of a book.",en,LJSpeech_single_speaker,LJ001-0132.wav
005126.wav,"Lyons asked the time, and was told it was only five.",en,LJSpeech_single_speaker,LJ017-0271.wav
005740.wav,In 1845 the Jail Committee brought forward a definite proposal to purchase ground in the immediate vicinity for the erection of a new jail.,en,LJSpeech_single_speaker,LJ019-0205.wav
004619.wav,"he received a retaining fee of £5, 5 shillings, with the usual guinea for each job;",en,LJSpeech_single_speaker,LJ016-0205.wav
010309.wav,"because he may well have carried this rifle for quite some time, and it got banged around in normal usage.",en,LJSpeech_single_speaker,LJ039-0123.wav
000775.wav,of distinguishing a prisoner from a stranger and temporary visitor.,en,LJSpeech_single_speaker,LJ003-0252.wav
011098.wav,"Judged by his other statements and writings, however, he appears to have indicated his true feelings in the set of answers first presented",en,LJSpeech_single_speaker,LJ042-0222.wav
010821.wav,Interest in Marxism,en,LJSpeech_single_speaker,LJ041-0147.wav
001632.wav,but no steps were taken to prevent any prisoner from obtaining more if he could pay for it.,en,LJSpeech_single_speaker,LJ006-0214.wav
002334.wav,The next convict is clearly and unmistakably a villain.,en,LJSpeech_single_speaker,LJ009-0047.wav
010483.wav,He stated several times that he was a Communist but apparently never joined any Communist Party.,en,LJSpeech_single_speaker,LJ040-0049.wav
002541.wav,"The hangman summoned assistance, and with help tied the cap over White's face with a handkerchief.",en,LJSpeech_single_speaker,LJ009-0254.wav
000470.wav,"and was so unfit to sleep on that it had not been used for many years, so that the men and women associated together indiscriminately.",en,LJSpeech_single_speaker,LJ002-0285.wav
004534.wav,This was considered safer than intrusting him with keys.,en,LJSpeech_single_speaker,LJ016-0120.wav
005247.wav,Much the same plan was adopted by these forgers as by Saward to get their cheques cashed.,en,LJSpeech_single_speaker,LJ018-0110.wav
011962.wav,Many of these cases were not investigated by PRS.,en,LJSpeech_single_speaker,LJ046-0161.wav
009979.wav,the Commission gave little weight to his denials of guilt.,en,LJSpeech_single_speaker,LJ038-0097.wav
006689.wav,It would take months and years thereafter to get a two-thirds majority in favor of that amendment in both Houses of the Congress.,en,LJSpeech_single_speaker,LJ024-0094.wav
010180.wav,"Based on (1) the contents of the note which Oswald left for his wife on April 10, 1963,",en,LJSpeech_single_speaker,LJ038-0300.wav
008301.wav,"Observing that an effective airway had to be established if treatment was to be effective, Dr. Perry performed a tracheotomy, which required 3 to 5 minutes.",en,LJSpeech_single_speaker,LJ031-0056.wav
008022.wav,Dallas police stood at intervals along the fence and Dallas plain clothes men mixed in the crowd.,en,LJSpeech_single_speaker,LJ030-0032.wav
013092.wav,This Commission can recommend no procedures for the future protection of our Presidents which will guarantee security.,en,LJSpeech_single_speaker,LJ050-0270.wav
000564.wav,"There was no lack of air and light for the new jail, and several exercising yards.",en,LJSpeech_single_speaker,LJ003-0041.wav
001906.wav,"The publication of this report raised a storm in the city, and the corporation was roused to make an immediate protest.",en,LJSpeech_single_speaker,LJ007-0180.wav
005713.wav,"and abandoned because of the expense. As to the entire reconstruction of Newgate, nothing had been done as yet.",en,LJSpeech_single_speaker,LJ019-0178.wav
009639.wav,By this time the pickup truck was across the street and about 25 feet from the police car.,en,LJSpeech_single_speaker,LJ037-0026.wav
005599.wav,"that their condition was more natural, and approximated more nearly to that of daily life.",en,LJSpeech_single_speaker,LJ019-0064.wav
001577.wav,The prisoners declared that they did not see him oftener than twice a week;,en,LJSpeech_single_speaker,LJ006-0159.wav
002901.wav,"the house was nearly without resources, and the whole burthen of management falling on me, I sought resources where I could;",en,LJSpeech_single_speaker,LJ010-0310.wav
006160.wav,including a few of major importance.,en,LJSpeech_single_speaker,LJ021-0119.wav
012713.wav,"At present, Federal agencies participate only upon the sufferance of the local authorities.",en,LJSpeech_single_speaker,LJ049-0120.wav
004004.wav,"without capital, and at railroad speed.",en,LJSpeech_single_speaker,LJ014-0240.wav
003679.wav,"took Courvoisier into custody, and placed the two female servants under surveillance.",en,LJSpeech_single_speaker,LJ013-0182.wav
003446.wav,"in the hope that the features might some day be recognized, were alike in both.",en,LJSpeech_single_speaker,LJ012-0245.wav
000080.wav,he seems to have taken the letter of the Elzevirs of the seventeenth century for his model:,en,LJSpeech_single_speaker,LJ001-0080.wav
011589.wav,might also have been important to him. It would not have been the first time that Oswald sought closer ties with his family in time of adversity.,en,LJSpeech_single_speaker,LJ045-0038.wav
005852.wav,"The former, which consisted principally of the tread-wheel, cranks, capstans, shot-drill,",en,LJSpeech_single_speaker,LJ019-0317.wav
002373.wav,But why should I repeat the whole?,en,LJSpeech_single_speaker,LJ009-0086.wav
006819.wav,"has no permanent digestive cavity or mouth, but takes in its food anywhere and digests, so to speak, all over its body.",en,LJSpeech_single_speaker,LJ025-0081.wav
008463.wav,"The second head wound measured approximately 5 inches (13 centimeters) in its greatest diameter,",en,LJSpeech_single_speaker,LJ031-0218.wav
008772.wav,"According to the testimony of Frazier, Marina Oswald, and Ruth Paine, it appears that Oswald never returned to Irving in midweek",en,LJSpeech_single_speaker,LJ033-0019.wav
012361.wav,"Had such a review been undertaken by the FBI,",en,LJSpeech_single_speaker,LJ048-0056.wav
009272.wav,"Baker required 15 seconds after the simulated shot to ride his motorcycle 180 to 200 feet,",en,LJSpeech_single_speaker,LJ035-0087.wav
003025.wav,"devoted its efforts first to a mitigation of the forgery statute, but could not immediately accomplish much.",en,LJSpeech_single_speaker,LJ011-0117.wav
009416.wav,"On the basis of this punchmark, which was distinctive to each Dallas driver,",en,LJSpeech_single_speaker,LJ036-0021.wav
006261.wav,At different points on the coast where I often visit they build great seagoing ships.,en,LJSpeech_single_speaker,LJ022-0010.wav
012958.wav,"the Committee will include representatives of the President's Office of Science and Technology, Department of Defense, CIA,",en,LJSpeech_single_speaker,LJ050-0136.wav
001905.wav,"defeats the ends of justice, and disgraces the profession of a Christian country.",en,LJSpeech_single_speaker,LJ007-0179.wav
010034.wav,"Oswald told Fritz that after lunch he went outside, talked with Foreman Bill Shelley for 5 or 10 minutes and then left for home.",en,LJSpeech_single_speaker,LJ038-0152.wav
007609.wav,"As for Zopyrus he was considered by Darius to have surpassed, in the greatness of his achievements, all other Persians,",en,LJSpeech_single_speaker,LJ028-0351.wav
002499.wav,"The countenance of Williams was ghastly in the extreme, and the whole had an appearance too horrible for description.",en,LJSpeech_single_speaker,LJ009-0212.wav
001852.wav,All the evils of indiscriminate association were strongly accentuated by the crowd collected within its narrow limits.,en,LJSpeech_single_speaker,LJ007-0126.wav
004950.wav,The purchase by Palmer of strychnia was proved.,en,LJSpeech_single_speaker,LJ017-0095.wav
003690.wav,"Courvoisier, when put on his trial, pleaded not guilty;",en,LJSpeech_single_speaker,LJ013-0193.wav
002589.wav,"Another man was hired, himself a convict, whose fees for self and wife were twelve guineas.",en,LJSpeech_single_speaker,LJ009-0302.wav
009206.wav,"A woman screamed, quote, Oh, they have shot that man, they have shot that man, end quote.",en,LJSpeech_single_speaker,LJ035-0021.wav
008804.wav,Neither Marina Oswald nor Ruth Paine saw Oswald in the garage.,en,LJSpeech_single_speaker,LJ033-0051.wav
008275.wav,"Governor Connally, who had lost consciousness on the ride to the hospital, regained consciousness when the limousine stopped abruptly at the emergency entrance.",en,LJSpeech_single_speaker,LJ031-0030.wav
001146.wav,"educates him under such a system for nothing, while the virtuous simpleton who is on the other side of the wall is paying by the quarter for these attainments.""",en,LJSpeech_single_speaker,LJ005-0026.wav
006830.wav,It is now established that nitrogen is as essential a constituent of vegetable as of animal living matter,en,LJSpeech_single_speaker,LJ025-0092.wav
008362.wav,assisted by Drs. William Osborne and John Parker.,en,LJSpeech_single_speaker,LJ031-0117.wav
003078.wav,"Wakefield, in reply to her inquiries, satisfied her that her mother was well, and that the real reason for summoning her from school",en,LJSpeech_single_speaker,LJ011-0170.wav
011078.wav,It has turned itself into the traditional lever of a foreign power to overthrow the government of the United States;,en,LJSpeech_single_speaker,LJ042-0202.wav
