audio_file,text,language,speaker,source_file
001431.wav,अनुकम्पा नियुक्ति के लिये हायर सेकेण्ड्री परीक्षा उत्तीर्ण एवं कम्प्यूटर ज्ञान का प्रमाणपत्र जरुरी होगा।,hi,unknown,sample_1441
012524.wav,जिन दस्तावेजों और प्राचीन वस्तुओं को प्रदर्शित नहीं किया जाता परंतु वे ऐतिहासिक दृष्टि से महत्त्वपूर्ण होते हैं; उन्हें अभिलेखागार में संरक्षित रखा जाता है|,hi,unknown,sample_12621
012833.wav,"पूरी तरह तो नहीं, असल में मैं नृत्य के साथ कुछ करना चाहता था।",hi,unknown,sample_12933
019725.wav,बाहर की ओर दो हिस्सों में गायों के स्वच्छंद विचरण की जगह है जहां उन्हें हरा चारा खिलाया जाता है,hi,unknown,sample_19871
012089.wav,हिमालय पर्वत का राजा है। गर्मी छुट्टी में पर्वत हिमालय की सैर करने जाने का प्रोग्राम बनाते है।,hi,unknown,sample_12182
002506.wav,महाराष्ट्र में शिवाजी महाराज के नेतृत्व में स्वराज्य की स्थापना हुई ।,hi,unknown,sample_2524
017486.wav,सोमवार को ही गोरेगांव में मनसे की ओर से सड़कों पर पड़े गड्ढो को लेकर मनसे ने विरोध प्रदर्शन किया था,hi,unknown,sample_17616
015790.wav,पुणे जिले में भीमा नदी के किनारे खेड़ नामक स्थान पर शाहू महाराज और महारानी ताराबाई के सैनिकों के बीच युद्ध हुआ। इस युद्ध में शाहू महाराज की विजय हुई । ,hi,unknown,sample_15911
020075.wav,"तुमने पिछले टेस्ट में कितना स्कोर किया, मैं जानने के लिए उत्सुक हूँ।",hi,unknown,sample_20225
003617.wav,जब सुबह रिन्कू उठा तो उसने देखा कि पूरा परिवार बेहोशी की हालत में था,hi,unknown,sample_3641
012248.wav,कलेक्टर ने केन्द्राध्यक्षों को परीक्षा केन्द्रों में सभी जरूरी तैयारियां सुनिश्चित करने के निर्देश दिए ।,hi,unknown,sample_12342
016401.wav,जेएसडब्ल्यू एनर्जी विस्तार योजनाओं के लिए प्रवर्तकों की हिस्सेदारी बेचकर फंड जुटाएगी,hi,unknown,sample_16524
009061.wav,इस स्वच्छता अभियान के दौरान सीनियर अंडर आफिसर सचिन चौधरी का विशेष सहयोग रहा,hi,unknown,sample_9131
004519.wav,"इसके लिए वायुयानों के इंजनों, यातायात के वाहनों, औद्योगिक मशीनों तथा घरेलू उपकरणों में रवशामक युक्तियाँ लगानी चाहिए| आवासीय क्षेत्रों में ध्वनि प्रदूषण को कैसे नियंत्रित किया जा सकता है|",hi,unknown,sample_4550
005536.wav,कमीनों और धूर्तों के साथ इसी कला का सर्वोत्कृष्ट नमूना है।,hi,unknown,sample_5576
015683.wav,कम यूजर्स के साथ बैंडविड्थ सुधरी और जियो की स्पीड बढ़ गई।,hi,unknown,sample_15803
002327.wav,"सर्दी, खांसी और जुकाम हो जाएं तो ऐसे में रूई में एल्कोहल की एक दो बूंद लेकर इसे नाभि पर लगा लें",hi,unknown,sample_2343
009238.wav,जब मेज़ पर कागज़ की पूरी शीट फैलाते हैं तो यह एक तल को निरूपित करती है|,hi,unknown,sample_9310
011637.wav,"घर में महिलाएं सुरक्षित रहेंगी, तभी विकास में अपना योगदान दे सकेंगी और तभी 'यत्र नार्यस्तु पूज्यंते, रमन्ते तत्र देवता' का भाव चरितार्थ होगा।",hi,unknown,sample_11724
006873.wav,इस प्रकार ललकारते हुए कट्टर लोगों ने उनकी काव्य सामग्री को इंद्रायणी नदी में डुबोकर नष्ट करने का प्रयास किया । ,hi,unknown,sample_6923
004872.wav,"पानी आधारित लुब्रिकेंट्स, तेल आधारित लुब्रिकेंट्स से काफी ज़्यादा बेहतर होते हैं , क्योंकि तेल के लुब्रिकेंट्स के टूट जाने का ख़तरा रहता है",hi,unknown,sample_4906
021279.wav,इंटरनेट सेंसेशन बनी ढिंचक पूजा का एक और गाना आ गया है|,hi,unknown,sample_21435
009594.wav,जब मैं न्यूज़ चैनल खोलूंगा तो स्क्रीन पर खबर पढ़ने वाली या वाला और विशेषज्ञों में ज़्यादातर लोग मेरी जाति के होंगे।,hi,unknown,sample_9668
015388.wav,भारत और इंग्लैंड के बीच टेस्ट सीरीज का आखिरी और पॉंचवा मैच इंग्लैंड के ओवल मैदान पर खेला जा रहा है।,hi,unknown,sample_15507
004875.wav,"अब चाहे युवा बेराजगार हो, या ओवरऐज हो, या फाँसी पर लटकें सरकार को कोई वस्ता नहीं",hi,unknown,sample_4909
001200.wav,"जहां तक पाशा का सवाल है, या तो उनका दिमाग फिर गया है या वे अपनी खाल बचाने के लिए डींग मार रहे हैं",hi,unknown,sample_1208
004266.wav,"यह विजातीय डीएनए खंड, गुणसूत्र का अंग होता है जिसमें प्रतिकृति करने की क्षमता होती है|",hi,unknown,sample_4294
000458.wav,"बैंक के मुताबिक, विदेशी मुद्रा भंडार को डॉलर में व्यक्त किया जाता है ",hi,unknown,sample_461
018871.wav,"बादाम, अखरोट, कद्दू का बीज और तरबूज़ का बीज स्मरणशक्ति बढ़ाने के साथ ही एकाग्रता में भी मदद करता है",hi,unknown,sample_19012
017301.wav,"परिणीति का यह अंदाज कुछ लोगों को इस प्रकार बुरा लगा कि उन्होंने एक्ट्रेस को भूतनी, चुड़ैल और वैम्पायर तक कह दिया ।",hi,unknown,sample_17430
018821.wav,विश्व में आंतरिक परिवहन का सर्वाधिक लंबे विस्तार वाला मार्ग यहाँ है| दक्षिण की ओर बहनेवाली पराना नदी भी जल परिवहन हेतु उपयुक्त है|,hi,unknown,sample_18961
003705.wav,"ऐसा करने से आपके गहनों और धन में, किसी तरह की बढ़ौतरी नहीं होगी",hi,unknown,sample_3729
015870.wav,उन्होंने झपट्टा मारा और फोन छीनकर स्टाचू सर्किल की तरफ भाग गए।,hi,unknown,sample_15991
019229.wav,"रंगकर्मी ध्रुव कुमार टम्टा ने कहा कि लोकनाट्य विधा लोक कथानकों, लोक विश्वासों और लोक तत्वों को समेटे है।",hi,unknown,sample_19372
014385.wav,"चूँकि गुलाबी दुपट्टा जो मेरे सिर पर था, मैं उतार चुकी थी इसलिए उसे मैंने मुकद्दस मज़ार के ऊपर रखा|",hi,unknown,sample_14496
015912.wav,"कहा जाता है कि उखीमठ स्थान का मूल नाम उषा या उषा मठ था, जो अपभ्रंश होकर उखीमठ हो गया",hi,unknown,sample_16033
010576.wav,एक कक्ष में कसीदाकार एक मास्टर के निरीक्षण में व्यस्तता से कार्यरत रहते हैं|,hi,unknown,sample_10654
005246.wav,"कॉर्निया के पीछे हम एक गहरे रंग की पेशियों की संरचना पाते हैं, जिसे परितारिका कहते हैं",hi,unknown,sample_5284
014251.wav,"ये इश्क़ नहीं आसान दोस्तों, वो हमें दर्द देते गए और हम मुस्कुराते गए ",hi,unknown,sample_14362
004280.wav,इसके पश्चात ‘गवरण’ प्रस्तुत की जाती हैं|,hi,unknown,sample_4308
014913.wav,क्रॉस अथवा गोल चिह्न का अदृश्य होना यह दर्शाता है कि रेटिना पर कोई ऐसा बिन्दु है जो प्रकाश गिरने पर इसकी सूचना मस्तिष्क तक नहीं पहुँचाता|,hi,unknown,sample_15029
003324.wav,उन्होंने कहा कि तनु वेड्स मनु रिटर्न्स में कलाकारों ने कमाल का काम किया है।,hi,unknown,sample_3346
019471.wav,जिले के हेवतपुरा परीक्षा केन्द्र पर सर्चिंग के दौरान परीक्षा दे रहे छात्रों के पास से आधा दर्जन मोबाइल फोन जप्त किए गए।,hi,unknown,sample_19616
003818.wav,"साथ ही, अरब सागर में मिलने वाली और अरावली के पश्चिमी ढाल से निकलने वाली नदी लूनी है| यह नदी अरब सागर के कच्छ की खड़ी में मिलती है|",hi,unknown,sample_3842
013707.wav,मैं दे देता लेकिन मुझे अबतक मेरा वेतन नहीं मिला है।,hi,unknown,sample_13812
014276.wav,स्वाति खुद को एक फूड ब्लॉगर और सोशल मीडिया इंफ्लूएंसर बताती थीं।,hi,unknown,sample_14387
015275.wav,उन्होंने कहा कि तपस्थल पर चिकित्सकों ने ब्रह्मचारी कृष्ण प्रियानंद और देवी पूर्णाबा की जांच नहीं की ।,hi,unknown,sample_15394
019975.wav,यह जीवाणु वायुमंडलीय नाइट्रोजन को स्थिरीकृत कर कार्बनिक रूप में परिवर्तित कर देते हैं|,hi,unknown,sample_20124
002118.wav,"इस कार्यक्रम में वरिष्ठ पत्रकार राहुल देव, लेखिका प्रो पुष्पिता अवस्थी एवं अरुण माहेश्वरी उपस्थित थे।",hi,unknown,sample_2132
020999.wav,डॉक्टर ने बताया कि यह खाद्य विषाक्तन के कारण होने वाली स्थिति है| सूक्ष्मजीवों द्वारा संदूषित भोजन करने से खाद्य विषाक्तन हो सकता है|,hi,unknown,sample_21155
000669.wav,"यूनिलीवर की घरेलू इकाई हिंदुस्तान यूनिलीवर लिमिटेड देश में लैक्मे, डव, लाइफबॉय, लिप्टन, सर्फ एक्सेल और फेयर एंड लवली जैसे ब्रांड बेचती है।",hi,unknown,sample_673
001163.wav,"जॉन स्ट्रेटन हावले, {२००५}{दो हजार पाँच} थ्री भक्ति वाइसिस मीराबाई, सूरदास एंड कबीर इन देयर टाइम्स एंड अवर्स, ऑक्सफोर्ड यूनिवर्सिटी प्रेस न्यू दिल्ली|",hi,unknown,sample_1171
004439.wav,उन्होंने दुख और पश्चात्ताप से हाथ मले और सोचा- यह हम कहाँ आ गए? साधु अज्ञान में ही मौत के द्वार पर आ पहुँचा था|,hi,unknown,sample_4470
004982.wav,रिलीज से पहले ही फिल्म अपनी बीमा पॉलिसी के लिए सुर्खियां बटोरने में कामयाब रही है,hi,unknown,sample_5018
004004.wav,बरखा दत्त की इस तलाश से मुझे बचपन में स्कूल में पढ़ी कौव्वे और लोमड़ी की दोस्ती वाली कहानी याद आ गई,hi,unknown,sample_4028
019022.wav,उन्होंने कहा कि डिवाट्स के तहत कल्स्टर वाइज ट्रीटमेंट प्लांट बनाए जाएंगे।,hi,unknown,sample_19163
006271.wav,क्या आप दोनों डिब्बों पर चोट करके बता सकते हैं कि कौन सा डिब्बा धातु का बना हुआ है ?,hi,unknown,sample_6313
006491.wav,ये घेराबंदियाँ करई महीनों और यहाँ तक कि वर्षों तक चल सकती थीं|,hi,unknown,sample_6537
008493.wav,जब आप प्लास्टिक के पैमाने को अपने सूखे बालों से रगड़ते हैं तो पैमाना कागज़ के छोटे-छोटे टुकड़ों को आकर्षित कर सकता है|,hi,unknown,sample_8556
004171.wav,हेल्गा स्मिथ ने इसी प्रकार कहा कि यूरोपीय देश संयुक्त समग्र कार्य योजना जेसीपीओए के पूर्ण क्रियान्वयन पर बल दे रहे हैं।,hi,unknown,sample_4197
001220.wav,अपिल विष्ठ फ़िल्म की प्रस्तुति रही झुमकी में कालीप्रसाद बास्कोटा तथा हेमन्त राना का संगीत रहा है।,hi,unknown,sample_1228
000432.wav,मॉर्निंग स्टार चिल्ड्रेंस सीनियर सेकेंड्री एकेडमी का 'वार्षिकोत्सव' स्कूल परिसर में काफ़ी धूमधाम के साथ मनाया गया।,hi,unknown,sample_434
020275.wav,"चाक्षुष साधन शब्दों को आवर्धित कर सकते हैं, उचित तीव्रता का प्रकाश प्रदान कर सकते हैं तथा सामग्री को उचित दूरी पर जुटा सकते हैं|",hi,unknown,sample_20429
007739.wav,विंध्य पर्वत किन नदियों की घाटियों के बीच में जलविभाजक की भूमिका निभाता है?,hi,unknown,sample_7797
017941.wav,"""तेरे लिए किशमिश चुनें, पिस्ते चुनें"" इन लफ़्ज़ों को सुनते हीं कश्मीर की वादी आँखों के सामने आ जाती है",hi,unknown,sample_18073
005437.wav,ये बीमारी पैदा करने वाले सूक्ष्मजीवों को नष्ट कर देती हैं अथवा उनकी वृद्धि को रोक देती हैं|,hi,unknown,sample_5477
007518.wav,मौसी को इस परिस्थिति में देखकर मैं सिर झुकाकर रोने लगा था|,hi,unknown,sample_7576
005044.wav,सिनेमाघरों में राकेश ओमप्रकाश मेहरा द्वारा निर्देशित और हर्षवर्धन कपूर व सैय्यामी खेर जैसे नवोदित कलाकारों की फ़िल्म मिर्ज़्या रिलीज़ हो गई।,hi,unknown,sample_5080
003469.wav,यह बहिःस्राव के बी ओ डी को महत्त्वपूर्ण रूप से घटाने लगता है|,hi,unknown,sample_3492
010578.wav,ऐसे में आमतौर पर वस्तुओं और सेवाओं का विनिमय होता था|,hi,unknown,sample_10656
009223.wav,अटवाल ने चार वर्षो के खिताबी सूखे को खत्म करते हुए पिछले वर्ष दिसंबर में दुबई ओपन खिताब हासिल किया,hi,unknown,sample_9295
012548.wav,आजम खान ने कहा कि देखिए इन जुम्लों नारों से बात नहीं बनने वाली है।,hi,unknown,sample_12646
018113.wav,"अधिकांश कैंसर का उपचार शल्यकर्म, विकिरण चिकित्सा और रसोचिकित्सा के संयोजन से किया जाता है|",hi,unknown,sample_18248
011185.wav,"हमने देखा था कि धातुएँ जैसे ताँबा तथा ऐलुमिनियम विद्युत का चालन करते हैं जबकि कुछ पदार्थ जैसे रबड़, प्लास्टिक तथा लकड़ी विद्युत का चालन नहीं करते|",hi,unknown,sample_11269
004425.wav,आपको याद होगा कि पत्तियों के क्लोरोप्लास्ट में उपस्थित क्लोरोफिल प्रकाश संश्लेषण के लिए आवश्यक है|,hi,unknown,sample_4456
002695.wav,यह बात मध्यप्रदेश प्रदूषण नियंत्रण के क्षेत्रीय अधिकारी पुष्पेंद्र सिंह बुंदेला ने बायो मेडिकल वेस्ट प्रबंधन विषय पर आयोजित वर्कशॉप मे कही।,hi,unknown,sample_2714
014710.wav,इसके अलावा भारत सरकार से अप्रूव्ड लैब से स्वतंत्र जाँच कराई जाती है।,hi,unknown,sample_14824
013746.wav,बुध ग्रह सूर्य से निकटतम ग्रह है| यह हमारे सौर परिवार का लघुतम ग्रह है|,hi,unknown,sample_13851
007327.wav,"प्रकृति में यह संभव है कि कई स्तर हों जैसे कि चरण खाद्य श्रृंखला में उत्पादक, शाकभक्षी, प्राथमिक मांसभक्षी, द्वितीयक मांसभक्षी आदि |",hi,unknown,sample_7382
005674.wav,अतः यह जल की कमी वाले क्षेत्रों के लिए एक वरदान है| बूझो और पहेली निकट के गेहूँ के खेत में गए और उन्होंने देखा कि खेत में फसल के साथ कुछ अन्य पौधे भी उग रहे हैं|,hi,unknown,sample_5714
015372.wav,"इस हादसे में पाँच नागरिकों की मौत हो गई, जबकि चार अन्यों को बचा लिया गया",hi,unknown,sample_15491
004848.wav,"इस गिरोह ने फायर ब्रिगेड स्टेशन सेक्टर, इफ्को चौक, ओम नगर गुड़गांव से भी सवारियां बैठाकर उन्हें लूट लेने की भी वारदात मानी है।",hi,unknown,sample_4881
011700.wav,अतः पशु प्रजनन तथा देखभाल की पारंपरिक पद्धतियों के अतिरिक्त गुणवत्ता तथा उत्पादकता में सुधार लाने के लिए नयी प्रौद्योगिकी का भी प्रयोग करना होगा|,hi,unknown,sample_11787
007862.wav,"जिवरों की सुरक्षा मन्दिर के जेवरात धातु के बक्सों, आलमारियों तथा स्ट्रांग रूम में सुरक्षित रहेंगे और जिनकी दो चाबियां होंगी।",hi,unknown,sample_7920
011027.wav,पता चला रॉयल और गोल्डन वैरायटी के सेब की खेती यहां होती है,hi,unknown,sample_11110
018466.wav,चंद्रबाबू नायडू के आरोपों को भाजपा ने ख़ारिज किया । कांग्रेस ने इसे देरी से उठाया कदम बताया।,hi,unknown,sample_18603
000316.wav,उन्होंने कहा कि इसी प्रकार ट्रम्प ने परमाणु समझौते को लेकर अन्तर्राष्ट्रीय क़ानूनों का उल्लंघन किया था ।,hi,unknown,sample_318
008162.wav,लोकहित के मुद्दों में विस्थापितों के मसले सबसे ज्यादा गूंजे और मुख्यमंत्री ने उनका समाधान भी जुटाया,hi,unknown,sample_8222
009718.wav,"ऐसे में प्रतिरोध के लंबवत, उत्तेजित और सामान्यीकृत टकरावों से बचने के लिए सत्ता को अपनी जगह बदलनी पड़ती है।",hi,unknown,sample_9793
009797.wav,इस प्रकार सूर्य की पृथ्वी से दूरी लगभग आठ प्रकाश मिनट है|,hi,unknown,sample_9872
019356.wav,एक जो भारतीय क्रिकेट का असली ब्रैंड एम्बैसडर है तो दूसरे की उपलब्धि यही है कि क्रिकेट का प्रबंधन उसके हाथों में है।,hi,unknown,sample_19500
001420.wav,आप अपने घर में बोली जाने वाली भाषा के यात्री-लेखकों के विषय में पता कीजिए|,hi,unknown,sample_1430
013493.wav,"पल्लवी ने हाल ही में अपनी ग्रैजुएशन का इग्जा़म दिया है, परीक्षा खत्म होते ही फ़िल्मों की शूटिंग में बिज़ी हो गईं।",hi,unknown,sample_13598
019291.wav,पौधों को अत्यधिक घने होने से रोकने के लिए बीजों के बीच उचित दूरी होना अत्यंत महत्वपूर्ण है|,hi,unknown,sample_19434
015507.wav,वह अपने सहपाठियों के साथ अपने अनुभव बाँटने के लिए बहुत उत्सुक थे|,hi,unknown,sample_15626
004075.wav,इन मूर्तियों को उत्सव में एक जुलूस में निकाला जाता था|,hi,unknown,sample_4099
014781.wav,बॉडी के खराब पोस्चर की वजह से भी कई बार पीठ में दर्द रहने लगता है,hi,unknown,sample_14896
004014.wav,हम जानते हैं कि पादप एवं प्रकाश संश्लेषण सक्षम जीवाणु सूर्य की विकसित ऊर्जा को सरल अकार्बनिक पदार्थों से आहार तैयार करने में लगाते हैं|,hi,unknown,sample_4038
013505.wav,इसलिए उपर्युक्त कृति में स्क्रीन तथा लेंस के बीच की दूरी अर्थात नाभ्यांतर होता है|,hi,unknown,sample_13610
017897.wav,फर्जी कंपनियों के नाम पर जीएसटी चोरी करने वाली कई कंपनियों को डीजीजीआइ का नोटिस जारी हुआ है,hi,unknown,sample_18028
017358.wav,बालाजी ने उनकी सहायता से सतरह सौ उन्नीस ईसवी में मुगल शासक से दक्खन के मुगल प्रदेश के कुछ स्थानों से चौथ तो कुछ स्थानों से सरदेशमुखी वसूल करने के आदेशपत्र प्राप्त किए ।,hi,unknown,sample_17487
003827.wav,सारणी एक दशमलव एक में उर्वरक एवं खाद के बीच अंतर बताए गए हैं|,hi,unknown,sample_3851
018066.wav,भूटान नरेश जिग्मे खेसर नामग्याल वांगचुक ने भाजपा मुख्यालय पहुंचकर अटल जी को श्रद्धांजलि अर्पित की।,hi,unknown,sample_18200
011819.wav,आयकर अधिकारियों ने इसे देश में इनकम टैक्स रेड में अब की गई सबसे बड़ी जब्ती बताया,hi,unknown,sample_11909
010866.wav,जिन्हें क्लब निःशुल्क प्रशिक्षण के साथ ही बॉक्सिंग किट भी उपलब्ध कराता है।,hi,unknown,sample_10946
021787.wav,"देश और विदेश की पुरातन वास्तुओं, इतिहासविख्यात और प्रकृतिरम्य स्थानों, प्राचीन कलानिर्माण के केंद्रों, तीर्थस्थानों, औद्योगिक और अन्य परियोजनाओं आदि की सैर करना पर्यटन में निहित मुख्य प्रेरणा होती है|",hi,unknown,sample_21950
012240.wav,इससे पहले मार्च में जेडन फाउंडेशन ने चर्च के साथ मिलकर मिशिगन के फ्लिंट में जल शोधन तंत्र (वाटर फिल्ट्रेशन सिस्टम) लगवाया था।,hi,unknown,sample_12334
000287.wav,माता सरस्वती की महिमा देखिए कि बीरबल अकबर को पहली ही नज़र में जँच गया।,hi,unknown,sample_289
017099.wav,हे योगेश्वर! मैं किस प्रकार निरन्तर चिंतन करता हुआ आपकों जानूँ और हे भगवान! आप किन किन भावों में मेरे द्वारा चिंतन करने योग्य हैं?,hi,unknown,sample_17226
006099.wav,"उपरोक्त हानिकारक तत्व आमतौर पर केमिकल बेस्ड क्लीनर्स, पेंट्स, टॉयलेट पेपर, टिश्यूज और पर्सनल केयर प्रोडक्ट के जरिए वातावरण में रिलीज होता रहता है",hi,unknown,sample_6141
006065.wav,मशहूर शायर फैज़़ अहमद फैज़़ की 'जागो हुआ सवेरा' को पाकिस्तान के फिल्मी इतिहास का सबसे अहम मील का पत्थर मानते हैं,hi,unknown,sample_6107
013044.wav,याद रखें कि बिना अपवाद के सभी जीव का आनुवंशिक पदार्थ न्यूक्लिक अम्ल है|,hi,unknown,sample_13146
012816.wav,मैकेन्जी और उनके सहायक यह चित्रकार थॉमस हिकी द्वारा बनाए गए तैलचित्र का किसी अज्ञात चित्रकार द्वारा बनाया गया प्रतिरूप है|,hi,unknown,sample_12916
014021.wav,"इन फसलों के सहारे कई घरों के चूल्हे जलते हैं, लेकिन वानर सेना इन फसलों को उजाड़कर दिक्कतें बढ़ाती रही है",hi,unknown,sample_14128
009160.wav,"नेहला धुला, अम्मा ने नीली अम्ब्रेला फ्राक के साथ, पड़ोस की पिंकी बाजी की छोटी हुई, पीली सलवार पहना दी।",hi,unknown,sample_9231
000294.wav,"मृदा की विभिन्न विशेषताएँ जैसे कि मृदा संघटक, कण-साइज और पुंजन मृदा के अंतःस्रवण तथा जलधारण क्षमता का निर्धारण करते हैं|",hi,unknown,sample_296
021892.wav,एचआईवी विषाणुओं के उस समूह में आता है जिसे पश्चविषाणु कहते हैं जिनमें आरएनए जीनोम को ढकने वाला आवरण होता है |,hi,unknown,sample_22056
017935.wav,"कंपनी के नियम के मुताबिक, अप्रेंटिस को दुर्घटना बीमा कवर मुहैया कराया जाएगा",hi,unknown,sample_18067
006730.wav,राजाराम महाराज ने भी औरंगजेब के प्रत्युत्तर में यही नीति अपनाई । ,hi,unknown,sample_6777
017304.wav,"गोर्खाली आभूषण छड़केती लहरी, तिलहरी, नौगेड़, चंद्रमा, सिरफुला, डोरी, नरोड़ी, पोथी आदि पहनकर हरितालिका तीज के पारंपरिक गीत गाए।",hi,unknown,sample_17433
017184.wav,"उदाहरण के लिए, सब्जियों को धोने के लिए इस्तेमाल जल का उपयोग पौधों की सिंचाई में किया सकता है|",hi,unknown,sample_17312
003078.wav,सहज प्रतिरक्षा एक प्रकार की अविशिष्ट रक्षा हैं जो जन्म के समय मौजूद होती है|,hi,unknown,sample_3098
003190.wav,उसने अपनी ससुराल से सारा जमा अन्ना मँगवाया और बाजार में भी आवश्यकतानुसार क्रय करवाया| तीसरे ही दिन से भंडार खुल गया|,hi,unknown,sample_3212
012511.wav,ये साधु और साध्वियां टेक सैवी हैं और सोशल मीडिया पर भी इनकी मौजूदगी बनी रहती है।,hi,unknown,sample_12607
016342.wav,भारतीय लोगों का विदेशी लोगों के साथ निरंतर संपर्क होता रहा और उसके द्वारा उन कलाओं की प्रस्तुति में अनेक धाराएँ घुलती गईं| परिणामस्वरूप वे अधिकाधिक संपन्न होती गईं|,hi,unknown,sample_16465
013011.wav,"पहली जनवरी को भवारना, रमेहड़, लोहना, गोपालपुर, बगौड़ा, आरठ झिकली, फ़रेढ़, दैहण, कस्बा जुगेहड़, कल्याड़कड़, दराटी, चंदपुर और बंदला में वोट डाले जाएंगे।",hi,unknown,sample_13113
021712.wav,"उपग्रह की ओर जाने वाले और उपग्रह से पृथ्वी पर भ्रमणध्वनि, भ्रमणध्वनि टॉवर इत्यादी की ओर आने वाले संदेश दर्शाए गए हैं|",hi,unknown,sample_21874
021031.wav,लेकिन धीरे-धीरे आप पर्यानुकूलित हो जाते हैं और आपको तुंगता बीमारी का अनुभव नहीं होता|,hi,unknown,sample_21187
004348.wav,उन्होंने कहा कि परमात्मा सर्वव्यापक है और वेदादि समस्त सद्ग्रंथों में भी परमात्मा को परम प्रकाश कहा गया है ।,hi,unknown,sample_4378
000908.wav,इस कालखंड में भारत में विभिन्न राजसत्ताएँ अस्तित्व में थीं ।,hi,unknown,sample_915
015264.wav,आपकी अगली रिलीज शॉर्ट टर्म शादी रणबीर की रॉकस्टार और शाहिद की मौसम से क्लैश करेगी,hi,unknown,sample_15383
004540.wav,"यशवंत दादा ने आगे लिखा -""कल्पेश जी का लिखा मैंने बहुत कम पढ़ा है क्योंकि वह बहुत ज्यादा ज्ञान पेलते थे""",hi,unknown,sample_4572
005971.wav,"पुल के पूर्वी किनारे पर पॉलिथिन की फटी थैलियों, पन्नियों और कचरे के मिश्रण से बना एक छोटा-मोटा पहाड़ खड़ा था।",hi,unknown,sample_6013
021098.wav,उन्होंने बताया कि नक्सल प्रभावित राज्यों में केंद्रीय अर्धसैनिक बलों की तैनाती की जाएगी।,hi,unknown,sample_21254
016884.wav,सन उन्नीस सौ तीस से पहले प्रशीतन के लिए अमोनिया और सल्फर डाइ ऑक्साइड गैसों का इस्तेमाल होता था लेकिन उनके इस्तेमाल में अनेक व्यावहारिक कठिनाइ याँथीं|,hi,unknown,sample_17010
001995.wav,इस अभियान में बीजापुर के आदिलशाह ने मुगलों की सहायता की । मुगलों का दक्षिण में प्रवेश हो;,hi,unknown,sample_2008
021649.wav,स्वर ध्वनियाँ बहुधा अक्षरवत् बोली जाती हैं जबकि व्यंजन ध्वनियाँ क्वचित्।,hi,unknown,sample_21811
001705.wav,मिट्टी फ़सल को खनिज पदार्थ प्रदान करती है| यह पोषक पौधों की वृद्धि के लिए आवश्यक है|,hi,unknown,sample_1716
007640.wav,प्रत्येक जीवोम के अंदर ही क्षेत्रीय और स्थलीय विभिन्नताओं के कारण आवासों में व्यापक विविधता है|,hi,unknown,sample_7698
017022.wav,"कुडप्पा क्रम की चट्टानों की निर्माण सामग्री शैल, स्लेट, क्वार्टजाइट तथा चूने के पत्थर की चट्टानों से प्राप्त हुई है।",hi,unknown,sample_17149
020306.wav,"इन चित्रों में काला, लाल और श्वेत जैसे प्राकृतिक द्रव्यों से तैयार किए गए रंगों का उपयोग किया गया है|",hi,unknown,sample_20460
014501.wav,"इसमें पद्मभूषण पंडित छन्नूलाल मिश्र, क्रिकेटर सुरेश रैना समेत शिक्षा, स्वास्थ्य, कला संस्कृति, उद्योग आदि क्षेत्रों के महत्वपूर्ण नाम शामिल होंगे",hi,unknown,sample_14612
000978.wav,"रेखाचित्र के माध्यम से छत, स्तंभों, मेहराबों, यदि हों तो, गलियारों, रास्तों, सभागारों, प्रवेशद्वारों, जलआपूर्ति आदि का वर्णन कीजिए|",hi,unknown,sample_985
018335.wav,"व्रियाकलाप में, क्या काँच की नली से बाहर निकलने वाला मोम का वाष्प क्या ज्वाला उत्पन्न होने का कारण हो सकता है|",hi,unknown,sample_18472
001874.wav,वर्तमान समय में मनोरंजन के अनेक साधन उपलब्ध हैं| मनोरंजन का वर्गीकरण दो प्रकारों में किया जा सकता है| कृतियुक्त और कृतिमुक्त|,hi,unknown,sample_1887
019423.wav,ऐसे प्रदेशों में जनसंख्या का वितरण विरल पाया जाता है| किस भाग में जनसंख्या बड़े पैमाने पर केंद्रित दिखाई देती है? ,hi,unknown,sample_19568
012201.wav,शहाजी महाराज का स्वराज्य स्थापना का स्वप्न साकार हो; उसके लिए वे उन्हें निरंतर प्रोत्साहित करती थीं ।,hi,unknown,sample_12295
000622.wav,"गोष्ठी में सुखवीर यादव, पप्पू यादव, पातीराम यादव, राजवीर सिंह, संजीव पटवा, आकाश, आदित्य यादव, जगपाल यादव, कृष्णांश और शिवांश आदि मौजूद रहे।",hi,unknown,sample_626
018210.wav,अल्लाह के मकबूल बन्दों की एक एक अदा हमारे लिए मोजिबे सद दर्से इब्रत होती है।,hi,unknown,sample_18346
005006.wav,पिछले चैम्पियन केन्या के फ्रांसिस किबिवोत चोट के कारण हाफ मैराथन से हट गए हैं,hi,unknown,sample_5042
018000.wav,इस्राइल की सरकार में मंत्री टी हनेग्बी ने कहा है कि इस्राइल ही एकमात्र ऐसा देश है जो ईरानियों को मार रहा है।,hi,unknown,sample_18133
017021.wav,सामान्य प्रजा को कष्ट न पहुॅंचाते हुए उन्होंने सूरत से विपुल संपत्ति पाई । उनका यह अभियान सफल रहा । ,hi,unknown,sample_17148
013943.wav,"इनमें व्यापार वृद्धि यंत्र, कुबेर यंत्र, वास्तु यंत्र, धनवर्षा यंत्र, महालक्ष्मी यंत्र और काल सर्प दोष निवारण यंत्र समेत कई यंत्र हैं",hi,unknown,sample_14050
